createdAt,energyZone1,energyZone2,energyZone3
2024-11-24T00:00:00.000Z,5.675949366666666,2.6881458966666667,3.3734939766666665
2024-11-24T00:10:00.000Z,4.9691139233333335,3.229179331666667,3.3551807233333335
2024-11-24T00:20:00.000Z,4.854683544999999,3.167781155,3.278072288333333
2024-11-24T00:30:00.000Z,4.704810126666667,3.0601823699999997,3.149879518333333
2024-11-24T00:40:00.000Z,4.555949366666666,2.978723405,3.07373494
2024-11-24T00:50:00.000Z,4.437468355,2.902735561666666,3.021686746666667
2024-11-24T01:00:00.000Z,4.3331645566666666,2.832218845,2.990843373333333
2024-11-24T01:10:00.000Z,4.241012658333332,2.7768996966666664,2.909879518333333
2024-11-24T01:20:00.000Z,4.129620253333333,2.70455927,2.837590361666667
2024-11-24T01:30:00.000Z,4.046582278333333,2.6565349549999997,2.7990361449999996
2024-11-24T01:40:00.000Z,3.98278481,2.5726443766666667,2.7730120483333334
2024-11-24T01:50:00.000Z,3.9240506333333336,2.5355623099999995,2.73253012
2024-11-24T02:00:00.000Z,3.8339240500000002,2.5282674766666666,2.68626506
2024-11-24T02:10:00.000Z,3.7215189866666667,2.451671733333333,2.6371084333333332
2024-11-24T02:20:00.000Z,3.6820253166666665,2.403647416666667,2.612048193333333
2024-11-24T02:30:00.000Z,3.6506329116666665,2.350759878333333,2.5995180716666666
2024-11-24T02:40:00.000Z,3.6141772149999998,2.3276595749999998,2.5850602416666666
2024-11-24T02:50:00.000Z,3.5807594933333338,2.268693008333333,2.556144578333333
2024-11-24T03:00:00.000Z,3.5179746833333327,2.2559270516666663,2.523373493333333
2024-11-24T03:10:00.000Z,3.499746835,2.2285714283333333,2.5098795183333333
2024-11-24T03:20:00.000Z,3.4784810133333335,2.1993920966666667,2.5021686749999996
2024-11-24T03:30:00.000Z,3.4784810133333335,2.1945288749999996,2.4828915666666664
2024-11-24T03:40:00.000Z,3.4329113916666665,2.1896656533333334,2.43373494
2024-11-24T03:50:00.000Z,3.4035443033333337,2.1513677816666665,2.431807228333333
2024-11-24T04:00:00.000Z,3.4207594933333336,2.136778115,2.4308433733333334
2024-11-24T04:10:00.000Z,3.413670886666667,2.172036473333333,2.408674698333333
2024-11-24T04:20:00.000Z,3.4217721516666666,2.154407295,2.3720481933333333
2024-11-24T04:30:00.000Z,3.418734176666667,2.1580547116666664,2.359518071666667
2024-11-24T04:40:00.000Z,3.4156962033333333,2.1537993916666665,2.3720481933333333
2024-11-24T04:50:00.000Z,3.385316455,2.14650456,2.373975903333333
2024-11-24T05:00:00.000Z,3.4237974683333334,2.134346505,2.373975903333333
2024-11-24T05:10:00.000Z,3.436962025,2.14224924,2.3508433733333334
2024-11-24T05:20:00.000Z,3.4379746833333327,2.1404255316666667,2.377831325
2024-11-24T05:30:00.000Z,3.466329113333333,2.1896656533333334,2.3922891566666666
2024-11-24T05:40:00.000Z,3.476455696666666,2.2006079033333332,2.4231325299999997
2024-11-24T05:50:00.000Z,3.56556962,2.2626139816666666,2.477108433333333
2024-11-24T06:00:00.000Z,3.7032911399999997,2.3446808516666664,2.4848192766666664
2024-11-24T06:10:00.000Z,3.6546835449999997,2.30881459,2.454939758333333
2024-11-24T06:20:00.000Z,3.629367088333333,2.2711246199999997,2.4375903616666665
2024-11-24T06:30:00.000Z,3.609113923333333,2.2638297866666663,2.4134939766666665
2024-11-24T06:40:00.000Z,3.577721518333333,2.256534955,2.3865060233333333
2024-11-24T06:50:00.000Z,3.47443038,2.1513677816666665,2.336385541666666
2024-11-24T07:00:00.000Z,3.330632911666667,2.0571428566666663,2.248674698333333
2024-11-24T07:10:00.000Z,3.1513924049999997,1.9829787233333331,2.1050602416666666
2024-11-24T07:20:00.000Z,3.0278481016666667,1.9252279633333331,1.9334939766666666
2024-11-24T07:30:00.000Z,3.012658228333333,1.8772036466666666,1.7734939766666664
2024-11-24T07:40:00.000Z,3.010632911666667,1.78662614,1.7426506016666665
2024-11-24T07:50:00.000Z,3.007594936666666,1.8206686933333334,1.7493975899999996
2024-11-24T08:00:00.000Z,3.064303796666666,1.8249240116666665,1.7850602416666668
2024-11-24T08:10:00.000Z,3.1645569616666664,1.8911854099999998,1.8062650599999999
2024-11-24T08:20:00.000Z,3.26278481,1.9556231,1.8236144583333334
2024-11-24T08:30:00.000Z,3.306329113333333,1.9908814583333332,1.86313253
2024-11-24T08:40:00.000Z,3.3610126583333333,2.0048632216666666,1.919036145
2024-11-24T08:50:00.000Z,3.4460759499999996,2.07112462,1.9932530116666665
2024-11-24T09:00:00.000Z,3.549367088333333,2.1452887533333334,2.047228915
2024-11-24T09:10:00.000Z,3.67392405,2.2006079033333332,2.0713253016666666
2024-11-24T09:20:00.000Z,3.775189873333333,2.2571428566666665,2.137831325
2024-11-24T09:30:00.000Z,3.855189873333333,2.341033435,2.1869879516666666
2024-11-24T09:40:00.000Z,3.940253165,2.3987841949999997,2.274698795
2024-11-24T09:50:00.000Z,4.111392405,2.4717325233333334,2.3084337349999995
2024-11-24T10:00:00.000Z,4.212658228333333,2.53981763,2.360481928333333
2024-11-24T10:10:00.000Z,4.32,2.6395136783333335,2.4048192766666667
2024-11-24T10:20:00.000Z,4.3989873416666665,2.676595745,2.445301205
2024-11-24T10:30:00.000Z,4.476962025,2.7203647416666663,2.5060240966666667
2024-11-24T10:40:00.000Z,4.585316455,2.7957446816666662,2.544578313333333
2024-11-24T10:50:00.000Z,4.6916455699999995,2.860790273333333,2.5407228916666664
2024-11-24T11:00:00.000Z,4.785822785000001,2.9179331299999998,2.598554216666667
2024-11-24T11:10:00.000Z,4.840506328333333,2.913069908333333,2.636144578333333
2024-11-24T11:20:00.000Z,4.876962025,2.965349543333333,2.6554216866666662
2024-11-24T11:30:00.000Z,4.912405063333333,2.9580547116666667,2.67566265
2024-11-24T11:40:00.000Z,4.9205063283333335,2.993920973333333,2.70939759
2024-11-24T11:50:00.000Z,4.951898735,3.023708206666667,2.7257831333333336
2024-11-24T12:00:00.000Z,4.940759493333333,3.0218844983333337,2.7604819283333333
2024-11-24T12:10:00.000Z,4.967088608333333,3.017021276666666,2.75373494
2024-11-24T12:20:00.000Z,4.981265823333333,3.026139818333333,2.774939758333333
2024-11-24T12:30:00.000Z,5.006582278333333,3.0559270516666666,2.811566265
2024-11-24T12:40:00.000Z,4.994430379999999,3.0340425533333333,2.849156626666667
2024-11-24T12:50:00.000Z,4.9994936716666665,3.0328267483333335,2.9031325299999997
2024-11-24T13:00:00.000Z,5.043037975,3.07781155,2.9021686750000004
2024-11-24T13:10:00.000Z,5.067341771666666,3.0583586633333333,2.9060240966666666
2024-11-24T13:20:00.000Z,5.015696203333333,3.055319148333333,2.8886746983333333
2024-11-24T13:30:00.000Z,5.026835443333333,3.069908815,2.910843373333333
2024-11-24T13:40:00.000Z,5.053164556666666,3.051671733333333,2.8607228916666667
2024-11-24T13:50:00.000Z,5.025822785,3.065045593333333,2.8298795183333327
2024-11-24T14:00:00.000Z,4.9974683550000005,3.0589665649999995,2.8424096383333333
2024-11-24T14:10:00.000Z,5.003544303333333,3.023708206666667,2.841445783333333
2024-11-24T14:20:00.000Z,5.003544303333333,3.018844985,2.8250602416666664
2024-11-24T14:30:00.000Z,4.9853164549999995,3.006079026666667,2.8038554216666665
2024-11-24T14:40:00.000Z,4.957974683333333,2.9993920966666665,2.7807228916666666
2024-11-24T14:50:00.000Z,4.9508860766666665,2.992097265,2.779759036666667
2024-11-24T15:00:00.000Z,4.928607595,2.98237082,2.792289156666666
2024-11-24T15:10:00.000Z,4.92556962,2.974468085,2.8009638549999996
2024-11-24T15:20:00.000Z,4.89721519,2.9209726449999995,2.774939758333333
2024-11-24T15:30:00.000Z,4.843544303333333,2.9246200599999996,2.76433735
2024-11-24T15:40:00.000Z,4.814177214999999,2.9617021283333327,2.7460240966666665
2024-11-24T15:50:00.000Z,4.809113923333333,2.9586626133333334,2.716144578333333
2024-11-24T16:00:00.000Z,4.806075949999999,2.941033435,2.70939759
2024-11-24T16:10:00.000Z,4.784810126666667,2.9191489366666663,2.708433735
2024-11-24T16:20:00.000Z,4.759493671666666,2.887537993333333,2.69879518
2024-11-24T16:30:00.000Z,4.752405063333333,2.9094224916666667,2.723855421666667
2024-11-24T16:40:00.000Z,4.777721518333333,2.9082066866666665,2.75373494
2024-11-24T16:50:00.000Z,4.849620253333333,2.937993921666667,2.794216866666667
2024-11-24T17:00:00.000Z,4.9539240499999995,2.951367781666667,2.9532530116666664
2024-11-24T17:10:00.000Z,5.145316455,3.108206686666666,3.2346987950000003
2024-11-24T17:20:00.000Z,5.450126581666667,3.3653495433333327,3.647228915
2024-11-24T17:30:00.000Z,5.96556962,3.706382978333333,3.9903614449999996
2024-11-24T17:40:00.000Z,6.386835443333333,3.93556231,4.196626506666666
2024-11-24T17:50:00.000Z,6.521518986666667,4.027963526666666,4.253493976666666
2024-11-24T18:00:00.000Z,6.593417721666666,4.075987841666667,4.257349398333333
2024-11-24T18:10:00.000Z,6.586329113333333,4.077203646666667,4.269879518333333
2024-11-24T18:20:00.000Z,6.599493671666666,4,4.299759036666667
2024-11-24T18:30:00.000Z,6.5782278483333325,4.041945288333332,4.298795179999999
2024-11-24T18:40:00.000Z,6.613670886666666,4.066869301666666,4.289156626666666
2024-11-24T18:50:00.000Z,6.648101264999999,4.099696048333333,4.3142168666666665
2024-11-24T19:00:00.000Z,6.665316455,4.079635258333333,4.331566264999999
2024-11-24T19:10:00.000Z,6.701772151666667,4.121580546666666,4.339277108333333
2024-11-24T19:20:00.000Z,6.702784809999999,4.111854103333332,4.365301205
2024-11-24T19:30:00.000Z,6.739240506666666,4.113069908333333,4.350843373333333
2024-11-24T19:40:00.000Z,6.752405063333333,4.140425531666667,4.390361445
2024-11-24T19:50:00.000Z,6.7574683549999985,4.125835866666667,4.408674698333334
2024-11-24T20:00:00.000Z,6.71392405,4.153191489999999,4.411566264999999
2024-11-24T20:10:00.000Z,6.702784809999999,4.189665653333333,4.428915663333333
2024-11-24T20:20:00.000Z,6.746329113333333,4.239513678333333,4.405783133333333
2024-11-24T20:30:00.000Z,6.768607595,4.266261398333333,4.422168675
2024-11-24T20:40:00.000Z,6.739240506666666,4.28449848,4.419277108333333
2024-11-24T20:50:00.000Z,6.700759493333334,4.272948328333333,4.405783133333333
2024-11-24T21:00:00.000Z,6.597468355,4.232826748333333,4.327710843333334
2024-11-24T21:10:00.000Z,6.5458227849999995,4.2182370816666666,4.26313253
2024-11-24T21:20:00.000Z,6.523544303333333,4.150151975,4.267951806666666
